ranking,world_rank,university,presence_rank,impact_rank,openness_rank,excellence_rank
1034.0,14159.0,Potti Sreeramulu Telugu University,14178.0,12095.0,11400.0,6020.0
1035.0,14170.0,Pandit Deen Dayal Upadhaya Pashu Chikitsa Vigyan Vishwa Vidhyalaya evam Go Anusandhan Sansthan,21223.0,13425.0,10657.0,6020.0
1036.0,14183.0,Maharashtra Animal & Fishery Sciences University,16542.0,11976.0,11400.0,6020.0
1037.0,14183.0,Magadh University,22259.0,11484.0,11400.0,6020.0
1038.0,14183.0,Institute of Hotel Management Catering Technology and Applied Nutrition Mumbai,19865.0,11710.0,11400.0,6020.0
1039.0,14205.0,Anna University BIT Campus,18604.0,18436.0,5747.0,6020.0
1040.0,14205.0,SRKR Engineering College,22210.0,17396.0,6750.0,6020.0
1041.0,14215.0,Serampore College,19374.0,17608.0,6868.0,6020.0
1042.0,14225.0,Sri Venkateswara Institute of Medical Sciences,15944.0,12058.0,11400.0,6020.0
1043.0,14235.0,Chanakya National Law University,17362.0,11975.0,11400.0,6020.0
1044.0,14235.0,Janardan Rai Nagar Rajasthan Vidyapeeth University,15753.0,12082.0,11400.0,6020.0
1045.0,14244.0,Rajendra Institute of Medical Sciences,19466.0,11801.0,11400.0,6020.0
1046.0,14244.0,(1) Bharat Institute of Engineering and Technology,20545.0,16801.0,7837.0,6020.0
1047.0,14256.0,ACE Engineering College,18511.0,15947.0,9033.0,6020.0
1048.0,14256.0,Tamil Nadu Teachers Education University,17151.0,12019.0,11400.0,6020.0
1049.0,14297.0,Bahra University,15441.0,16978.0,8259.0,6020.0
1050.0,14308.0,Amrutvahini College of Engineering,20894.0,18696.0,5307.0,6020.0
1051.0,14308.0,Bhilai Institute of Technology Durg,13234.0,19857.0,4577.0,6020.0
1052.0,14308.0,Dr N G P Arts and Science College,20212.0,19299.0,4523.0,6020.0
1053.0,14308.0,Indus International University,19871.0,18943.0,5063.0,6020.0
1054.0,14329.0,Trivandrum University College,16897.0,19378.0,11400.0,4895.0
1055.0,14337.0,Syed Ammal Engineering College Ramanathapuram,19131.0,18449.0,5932.0,6020.0
1056.0,14337.0,Manjara Charitable Trust'S Rajiv Gandhi Institue of Technology,16670.0,16848.0,8340.0,6020.0
1057.0,14337.0,Moradabad Institute of Technology,18099.0,17642.0,7197.0,6020.0
1058.0,14349.0,National Power Training Institute,17329.0,12115.0,11400.0,6020.0
1059.0,14349.0,Tata Management Training Centre,14800.0,12333.0,11400.0,6020.0
1060.0,14349.0,Maharaja Agrasen University Baddi,18351.0,18410.0,6147.0,6020.0
1061.0,14349.0,Mewar University,14385.0,12366.0,11400.0,6020.0
1062.0,14349.0,Dr Sudhir Chandra Sur Degree Engineering College,14666.0,17888.0,7285.0,6020.0
1063.0,14368.0,Indian Institute of Public Administration,16169.0,12255.0,11400.0,6020.0
1064.0,14368.0,Indian School OF Business & Finance,20380.0,11884.0,11400.0,6020.0
1065.0,14368.0,Vidyavardhaka College of Engineering,20242.0,17797.0,6789.0,6020.0
1066.0,14368.0,(3) Hindu College University Of Delhi,18887.0,15680.0,9372.0,6020.0
1067.0,14376.0,(1) Uttarakhand Sanskrit University,19151.0,16767.0,8248.0,6020.0
1068.0,14386.0,CMR University,19961.0,17171.0,7708.0,6020.0
1069.0,14386.0,National Law University and Judicial Academy Assam,16150.0,12286.0,11400.0,6020.0
1070.0,14414.0,Institute of Chartered Financial Analysts of India,25940.0,11324.0,11400.0,6020.0
1071.0,14421.0,Career Point Kota,12572.0,12641.0,11400.0,6020.0
1072.0,14421.0,Invertis University,18744.0,12120.0,11400.0,6020.0
1073.0,14421.0,Mahatma Gandhi University,18395.0,12138.0,11400.0,6020.0
1074.0,14429.0,Bengal College of Engineering,25352.0,11458.0,11400.0,6020.0
1075.0,14474.0,Ashoka Institute of Technology & Management,23502.0,16113.0,8649.0,6020.0
1076.0,14479.0,Institute of Management Studies,14212.0,12590.0,11400.0,6020.0
1077.0,14489.0,Institute of Management Development and Research,22357.0,11879.0,11400.0,6020.0
1078.0,14489.0,Vikhe Patil Institute of Medical Sciences,23267.0,18133.0,6196.0,6020.0
1079.0,14489.0,Mahatma Phule Agricultural University / Mahatma Phule Krishi Vidyapeeth,24971.0,14632.0,11400.0,5567.0
1080.0,14511.0,Arya College of Engineering and Information Technology,10529.0,14802.0,10657.0,6020.0
1081.0,14518.0,Indira Gandhi University Meerpur,23448.0,15166.0,9632.0,6020.0
1082.0,14528.0,(1) Islamic University of Science & Technology,27782.0,16454.0,6192.0,6020.0
1083.0,14528.0,Geetanjali Institute of Technical Studies,18734.0,17138.0,8143.0,6020.0
1084.0,14528.0,Guru Nanak Institute of Technology,15173.0,15919.0,9708.0,6020.0
1085.0,14539.0,Jawaharlal Nehru Architecture and Fine Arts University,16807.0,12448.0,11400.0,6020.0
1086.0,14539.0,Lal Bahadur Shastri National Academy of Administration,12700.0,12788.0,11400.0,6020.0
1087.0,14550.0,ISBR Business School,19597.0,12227.0,11400.0,6020.0
1088.0,14558.0,National Institute of Pharmaceutical Education and Research Kolkata,27603.0,16952.0,6015.0,6020.0
1089.0,14567.0,Deccan College Post Graduate & Research Centre,19053.0,16162.0,9229.0,6020.0
1090.0,14579.0,R C Patel Institute of Technology,17151.0,18960.0,6011.0,6020.0
1091.0,14584.0,Anna University of Technology Madurai,20166.0,17901.0,7132.0,6020.0
1092.0,14584.0,Velammal College of Engineering and Technology,22067.0,18011.0,6722.0,6020.0
1093.0,14596.0,Cochin University of Science and Technology,21454.0,12112.0,11400.0,6020.0
1094.0,14609.0,(3) Bhaskraycharya College of Applied Sciences University of Delhi,27782.0,17508.0,4829.0,6020.0
1095.0,14622.0,KLE Technological University,19415.0,18929.0,5820.0,6020.0
1096.0,14626.0,Utkal University,19353.0,12376.0,11400.0,6020.0
1097.0,14626.0,St Xavier's College Ahmedabad,21186.0,17450.0,7664.0,6020.0
1098.0,14626.0,AIMS Institutes,20362.0,13290.0,11095.0,6020.0
1099.0,14635.0,Pravara Rural Engineering College,16489.0,18403.0,6970.0,6020.0
1100.0,14635.0,QIS College of Engineering & Technology Ongole,19710.0,18150.0,6975.0,6020.0
1101.0,14635.0,Rajiv Gandhi National University of Law,18297.0,12469.0,11400.0,6020.0
1102.0,14644.0,Tata Dhan Academy,13365.0,12896.0,11400.0,6020.0
1103.0,14644.0,Indian Law Institue,22157.0,12764.0,11231.0,6020.0
1104.0,14658.0,Ajeenkya D Y Patil University Pune,20441.0,17111.0,8193.0,6020.0
1105.0,14658.0,Sree Saraswathi Thyagaraja College,17307.0,18047.0,7435.0,6020.0
1106.0,14668.0,Knowledge Institute of Technology,10746.0,13107.0,11400.0,6020.0
1107.0,14678.0,Indian Institute of Journalism & New Media,17151.0,12628.0,11400.0,6020.0
1108.0,14690.0,Amal Jyothi College of Engineering Kanjirapally,15127.0,12817.0,11400.0,6020.0
1109.0,14699.0,CARE School of Engineering,17307.0,16509.0,9194.0,6020.0
1110.0,14699.0,Orissa Engineering College Bhubaneswar,23311.0,17470.0,7462.0,6020.0
1111.0,14707.0,AISSMS College of Pharmacy,20100.0,19525.0,5044.0,6020.0
1112.0,14707.0,Panimalar Engineering College,20239.0,15439.0,9974.0,6020.0
1113.0,14720.0,Rajasthan Agricultural University,16858.0,12706.0,11400.0,6020.0
1114.0,14720.0,Mangalore Institute of Technology & Engineering,19944.0,18209.0,7002.0,6020.0
1115.0,14720.0,Government Mahila Engineering College Ajmer,17462.0,18357.0,7081.0,6020.0
1116.0,14720.0,Institute of Engineering and Technology Bhaddal,20566.0,15806.0,9611.0,6020.0
1117.0,14720.0,Bhagwan Parshuram Institute of Technology,22083.0,18607.0,6116.0,6020.0
1118.0,14733.0,Raja Rajeswari Engineering College Chennai,13077.0,15779.0,10179.0,6020.0
1119.0,14733.0,Adithya Institute of Technology,10866.0,13185.0,11400.0,6020.0
1120.0,14733.0,Acharya,26741.0,11527.0,11400.0,6020.0
1121.0,14733.0,Adikavi Nannaya University,15574.0,12833.0,11400.0,6020.0
1122.0,14743.0,National Law Institute University,22603.0,12179.0,11400.0,6020.0
1123.0,14752.0,(3) Cochin University of Science & Technology Department of Electronics,24847.0,11930.0,11400.0,6020.0
1124.0,14752.0,(1) West Bengal University of Health Sciences,17696.0,12669.0,11400.0,6020.0
1125.0,14778.0,JECRC University Jaipur,17839.0,12682.0,11400.0,6020.0
1126.0,14778.0,RNB Global University Rajasthan,15698.0,15394.0,10308.0,6020.0
1127.0,14784.0,O P Jindal University,21223.0,18697.0,6225.0,6020.0
1128.0,14784.0,Institute of Journalism New Delhi,16169.0,12848.0,11400.0,6020.0
1129.0,14826.0,Jai Prakash Vishwavidyalaya,21991.0,12382.0,11400.0,6020.0
1130.0,14826.0,National University of Advanced Legal Studies,21889.0,12399.0,11400.0,6020.0
1131.0,14836.0,Bharatiya Vidya Bhavan's Usha & Lakshmi Mittal Institute of Management,22730.0,16485.0,8885.0,6020.0
1132.0,14836.0,Ranchi University,16986.0,12876.0,11400.0,6020.0
1133.0,14850.0,Bareilly College,19021.0,18950.0,11400.0,5051.0
1134.0,14860.0,Stella Maris College Chennai,15944.0,12974.0,11400.0,6020.0
1135.0,14868.0,K N G D Modi Engineering College,24488.0,12117.0,11400.0,6020.0
1136.0,14868.0,Nehru Memorial College,17661.0,19847.0,5220.0,6020.0
1137.0,14868.0,Calicut Medical College,26467.0,15528.0,9324.0,6020.0
1138.0,14868.0,Govind Ballabh Pant Engineering College,19642.0,18878.0,6371.0,6020.0
1139.0,14882.0,North Bengal Medical College,24364.0,19414.0,11400.0,4895.0
1140.0,14882.0,Image College of Arts Animation and Technology,18715.0,12763.0,11400.0,6020.0
1141.0,14882.0,C V Raman College of Engineering,11022.0,19149.0,6963.0,6020.0
1142.0,14902.0,Tatyasaheb Kore Institute of Engineering and Technology,17462.0,17794.0,8125.0,6020.0
1143.0,14914.0,Vinayaka Mission's Kirupananda Variyar Engineering College,19597.0,17372.0,8393.0,6020.0
1144.0,14914.0,MIT School of Business,23679.0,12302.0,11400.0,6020.0
1145.0,14932.0,Delhi Pharmaceutical Sciences and Research University,20495.0,17946.0,7651.0,6020.0
1146.0,14932.0,Aryabhatta Knowledge University,19558.0,12755.0,11400.0,6020.0
1147.0,14940.0,Anand Institute of Higher Technology,22151.0,17130.0,8421.0,6020.0
1148.0,14950.0,Balaji Institute of Modern Management Pune,22440.0,13484.0,11095.0,6020.0
1149.0,14950.0,Dr Babasaheb Ambedkar Technological University Lonere,18505.0,12883.0,11400.0,6020.0
1150.0,14961.0,Fakir Mohan University,17462.0,12979.0,11400.0,6020.0
1151.0,14961.0,Loyola ICAM College of Engineering and Technology,16030.0,17719.0,8441.0,6020.0
1152.0,14975.0,Vignan Institute of Technology and Science,16858.0,18130.0,7907.0,6020.0
1153.0,14975.0,Kalaignar Karunanidhi Institute of Technology,18604.0,17916.0,7966.0,6020.0
1154.0,14975.0,Mar Athanasius College of Engineering,19123.0,15136.0,10439.0,6020.0
1155.0,14975.0,T John Institute of Management and Science,14161.0,13274.0,11400.0,6020.0
1156.0,14982.0,LDRP Institute of Technology and Research,19072.0,18528.0,7094.0,6020.0
1157.0,14982.0,Womens Engineering College in Hyderabad,17114.0,18455.0,7453.0,6020.0
1158.0,14997.0,M S Engineering College,20560.0,16571.0,9246.0,6020.0
1159.0,14997.0,Smt N H L Municipal Medical College,22125.0,15969.0,9675.0,6020.0
1160.0,15010.0,Engineering College Bikaner,23528.0,17148.0,8326.0,6020.0
1161.0,15010.0,Ballari Institute of Technology & Management,13552.0,18664.0,7623.0,6020.0
1162.0,15018.0,Central Institute for Research on Cotton Technology,7568.0,13780.0,11400.0,6020.0
1163.0,15018.0,Nirmala College,19223.0,18863.0,6719.0,6020.0
1164.0,15026.0,VishwaKarma Government Engineering College Chandkheda,18829.0,17875.0,8077.0,6020.0
1165.0,15026.0,Chennai Engineering Colleges in Chennai,17566.0,18581.0,7297.0,6020.0
1166.0,15026.0,Indus Business Academy Bangalore,19597.0,13504.0,11231.0,6020.0
1167.0,15043.0,Sri Vasavi Engineering College,15600.0,18891.0,7138.0,6020.0
1168.0,15043.0,Scottish Church College,23981.0,15799.0,9675.0,6020.0
1169.0,15043.0,Govindrao Wanjari College of Engineering & Technology,24329.0,12385.0,11400.0,6020.0
1170.0,15052.0,Satyajit Ray Film and Television Institute,17236.0,13112.0,11400.0,6020.0
1171.0,15060.0,Government College of Engineering and Leather Technology Kolkata,10453.0,17226.0,9484.0,6020.0
1172.0,15060.0,Gandhi Institute for Technology,20781.0,18327.0,7341.0,6020.0
1173.0,15060.0,Raffles University Neemrana,22558.0,16163.0,9513.0,6020.0
1174.0,15060.0,Central Institute of Tool Design,19238.0,12942.0,11400.0,6020.0
1175.0,15073.0,Indian Law Society Law College,18784.0,13011.0,11400.0,6020.0
1176.0,15073.0,Pt Sundarlal Sharma (Open) University Chattisgarh,16897.0,13177.0,11400.0,6020.0
1177.0,15073.0,SNS College of Technology,27782.0,17821.0,5300.0,6020.0
1178.0,15073.0,K L E University,20197.0,12889.0,11400.0,6020.0
1179.0,15090.0,SAHRDAYA College of Engineering & Technology,16006.0,16700.0,9632.0,6020.0
1180.0,15090.0,(1) University Visvesvaraya College of Engineering,26532.0,20814.0,11400.0,4653.0
1181.0,15106.0,Vishnu Institute of Technology Bhimavaram,18362.0,18914.0,6920.0,6020.0
1182.0,15118.0,Jabalpur Engineering College,25030.0,18664.0,6293.0,6020.0
1183.0,15118.0,Bhai Gurdas Institute of Engineering & Technology,20999.0,18336.0,7403.0,6020.0
1184.0,15118.0,Muthayammal Engineering College,20693.0,18735.0,6888.0,6020.0
1185.0,15130.0,University College of Engineering Villupuram,20286.0,19608.0,5713.0,6020.0
1186.0,15142.0,Ruparel College,23458.0,17858.0,7715.0,6020.0
1187.0,15142.0,Bhagat Phool Singh Medical College,20589.0,12926.0,11400.0,6020.0
1188.0,15142.0,Government Engineering College Trivandrum,20441.0,15158.0,10485.0,6020.0
1189.0,15153.0,St Hopkins College,22616.0,12735.0,11400.0,6020.0
1190.0,15162.0,Satavahana University,19750.0,13029.0,11400.0,6020.0
1191.0,15162.0,S B Jain Institute of Technology,2288.0,20571.0,6884.0,6020.0
1192.0,15162.0,SIES College of Management Studies,20712.0,12939.0,11400.0,6020.0
1193.0,15162.0,Institute of Science Nagpur,22033.0,22488.0,8298.0,5275.0
1194.0,15162.0,Jaya Engineering College,15403.0,15957.0,10308.0,6020.0
1195.0,15169.0,Jharkhand Rai University,17307.0,16292.0,10003.0,6020.0
1196.0,15201.0,B K Birla Institute of Engineering & Technology Pilani,22555.0,18467.0,7127.0,6020.0
1197.0,15201.0,MGM Institute of Health Sciences,19262.0,13149.0,11400.0,6020.0
1198.0,15212.0,GNA University Phagwara,18132.0,15597.0,10439.0,6020.0
1199.0,15212.0,Jagdishprasad Jhabarmal Tibrewala University Rajasthan,11384.0,16222.0,10391.0,6020.0
1200.0,15212.0,Ayya Nadar Janaki Ammal College,21320.0,19509.0,5885.0,6020.0
1201.0,15220.0,School of Inspired Leadership,17593.0,13914.0,11231.0,6020.0
1202.0,15220.0,B L D E A's V P Dr P G Halakatti College of Engineering and Technology,19118.0,19043.0,6873.0,6020.0
1203.0,15220.0,G B Pant Engineering College New Delhi,22167.0,17930.0,7937.0,6020.0
1204.0,15242.0,Institute of Management Technology Nagpur,21387.0,12994.0,11400.0,6020.0
1205.0,15250.0,Mar Baselios College of Engineering and Technology,17114.0,17809.0,8677.0,6020.0
1206.0,15259.0,Chhatrapati Shivaji Institute of Technology Durg,21304.0,19466.0,6015.0,6020.0
1207.0,15259.0,Kalamandalam Deemed University of Art and Culture,23868.0,12747.0,11400.0,6020.0
1208.0,15259.0,Kannada University,18729.0,13278.0,11400.0,6020.0
1209.0,15269.0,(3) Himachal Pradesh University Business School,24655.0,12649.0,11400.0,6020.0
1210.0,15269.0,Institute of Professional Education and Research Bhopal,13484.0,17290.0,9513.0,6020.0
1211.0,15269.0,JIS University,25071.0,19627.0,5170.0,6020.0
1212.0,15283.0,Rao Bahadur Y Mahabaleswarappa Engineering College,16960.0,18428.0,8012.0,6020.0
1213.0,15283.0,Sri Manakula Vinayagar Engineering College,22388.0,18750.0,6926.0,6020.0
1214.0,15283.0,Lalit Narayan Mithila University,22589.0,12919.0,11400.0,6020.0
1215.0,15291.0,Sri Venkateswara Veterinary University,20741.0,13127.0,11400.0,6020.0
1216.0,15298.0,Canara Engineering College,19637.0,18396.0,7803.0,6020.0
1217.0,15306.0,Kolhan University,16074.0,13553.0,11400.0,6020.0
1218.0,15306.0,S S M College of Engineering,25460.0,18449.0,6821.0,6020.0
1219.0,15306.0,Pragati Engineering College,16516.0,18463.0,8048.0,6020.0
1220.0,15316.0,Nettur Technical Training Foundation,18450.0,13379.0,11400.0,6020.0
1221.0,15326.0,National Institute of Siddha,19865.0,13262.0,11400.0,6020.0
1222.0,15333.0,Sardar Vallabh Bhai Patel University of Agriculture and Technology,22480.0,13012.0,11400.0,6020.0
1223.0,15333.0,(3) Acharya Nagarjuna University Center for Distance Education,9516.0,14047.0,11400.0,6020.0
1224.0,15349.0,Namchi Government College,19510.0,13329.0,11400.0,6020.0
1225.0,15364.0,Kristu Jayanti College,11301.0,13950.0,11400.0,6020.0
1226.0,15369.0,Shri Vaishnav Vidyapeeth Vishwavidyalaya,20350.0,20201.0,5366.0,6020.0
1227.0,15369.0,Anand Engineering College Agra,28051.0,11114.0,11400.0,6020.0
1228.0,15376.0,C K Pithawala College of Engineering & Technology,22400.0,19178.0,6492.0,6020.0
1229.0,15395.0,Manakula Vinayagar Institute of Technology,19169.0,20419.0,5257.0,6020.0
1230.0,15395.0,Government Model Science College,24865.0,24202.0,11400.0,4189.0
1231.0,15417.0,Institute of Engineering & Management Kolkata,18361.0,13503.0,11400.0,6020.0
1232.0,15417.0,Rajiv Gandhi College of Engineering Research & Technology Chandrapur,21289.0,18262.0,7995.0,6020.0
1233.0,15432.0,Institute of Road & Transport Technology,22259.0,18979.0,6923.0,6020.0
1234.0,15449.0,Institute for Future Education Entrepreneurship and Leadership,20056.0,13404.0,11400.0,6020.0
1235.0,15449.0,ICFAI University Jaipur,22004.0,18207.0,8020.0,6020.0
1236.0,15454.0,Central Institute of Agricultural Engineering,21214.0,13299.0,11400.0,6020.0
1237.0,15462.0,All India Institute of Medical Sciences Bhubaneswar,16670.0,13703.0,11400.0,6020.0
1238.0,15462.0,Chandragupt Institute of Management Patna,22806.0,16610.0,9575.0,6020.0
1239.0,15475.0,College of Engineering & Technology Bikaner,19725.0,19458.0,6687.0,6020.0
1240.0,15475.0,Dr B C Roy Engineering College Durgapur,23006.0,20025.0,5425.0,6020.0
1241.0,15475.0,Nopany Institute of Management Studies,26935.0,12420.0,11400.0,6020.0
1242.0,15475.0,B V Patel Pharmaceutical Education and Research Development,25071.0,19720.0,5443.0,6020.0
1243.0,15492.0,RCC Institute of Information Technology,20242.0,20227.0,5564.0,6020.0
1244.0,15503.0,Deccan College of Medical Sciences,24699.0,18043.0,7893.0,6020.0
1245.0,15503.0,Sir J C Bose School of Engineering,18835.0,18245.0,8413.0,6020.0
1246.0,15514.0,Brainware University,17507.0,18632.0,8084.0,6020.0
1247.0,15521.0,Baba Ghulam Shah Badshah University,23041.0,13199.0,11400.0,6020.0
1248.0,15521.0,Marathwada Mitra Mandal College of Engineering,19705.0,19529.0,6669.0,6020.0
1249.0,15532.0,Erode Sengunthar Engineering College,15944.0,16293.0,10391.0,6020.0
1250.0,15537.0,Pandit Deendayal Upadhyaya Shekhawati University,19118.0,13583.0,11400.0,6020.0
1251.0,15549.0,Noida Institute of Management Studies,20040.0,13512.0,11400.0,6020.0
1252.0,15564.0,Davangere University,19480.0,13578.0,11400.0,6020.0
1253.0,15564.0,Adesh University Bathinda,19365.0,18008.0,8677.0,6020.0
1254.0,15564.0,(3) University of Delhi Faculty of Medical Sciences,11892.0,14194.0,11400.0,6020.0
1255.0,15577.0,St Thomas' College Trichur,15051.0,18506.0,8528.0,6020.0
1256.0,15577.0,Ramjas College,23996.0,13137.0,11400.0,6020.0
1257.0,15589.0,Roorkee College of Engineering,13905.0,14069.0,11400.0,6020.0
1258.0,15589.0,Bangalore Medical College and Research Institute,18897.0,13656.0,11400.0,6020.0
1259.0,15589.0,(1) Mar Athanasios College for Advanced Studies,17888.0,15960.0,10541.0,6020.0
1260.0,15589.0,J J College of Engineering & Technology,22688.0,17549.0,8843.0,6020.0
1261.0,15589.0,Guru Nanak Institute of Hotel Management,22327.0,13357.0,11400.0,6020.0
1262.0,15603.0,Shrama Sadhana Bombay Trust's College of Engineering & Technology,18063.0,19886.0,6552.0,6020.0
1263.0,15615.0,Ahmedabad Management Association,13182.0,14184.0,11400.0,6020.0
1264.0,15615.0,Dr Shakuntala Misra Rehabilitation University,13576.0,14143.0,11400.0,6020.0
1265.0,15615.0,Gangadhar Meher University Sambalpur,19016.0,18061.0,8750.0,6020.0
1266.0,15615.0,(3) Lady Irwin College Delhi University,16960.0,13861.0,11400.0,6020.0
1267.0,15631.0,DCE&T Deccan College of Engineering and Technology,21406.0,17896.0,8692.0,6020.0
1268.0,15631.0,Gandhi Institute for Technological Advancement GITA,18511.0,19177.0,7471.0,6020.0
1269.0,15667.0,Government Engineering College Idukki,21662.0,17603.0,9033.0,6020.0
1270.0,15667.0,Granules India Limited,24006.0,13264.0,11400.0,6020.0
1271.0,15682.0,Shankaracharya Colleges,22144.0,18831.0,7591.0,6020.0
1272.0,15682.0,Nilamber Pitamber University Medininagar,20374.0,13648.0,11400.0,6020.0
1273.0,15693.0,St Peter's Engineering College Hyderabad,19249.0,18610.0,8193.0,6020.0
1274.0,15693.0,Global Open University Nagaland,21735.0,13538.0,11400.0,6020.0
1275.0,15710.0,Hindustan Institute of Technology and Management,23599.0,13367.0,11400.0,6020.0
1276.0,15710.0,ITM University Raipur,21709.0,19969.0,6142.0,6020.0
1277.0,15721.0,Government Degree College Siddipet Medak,22178.0,13528.0,11400.0,6020.0
1278.0,15721.0,G Pullaiah College of Engineering and Technology,15698.0,19452.0,7594.0,6020.0
1279.0,15728.0,Sri Dev Suman University,19829.0,13766.0,11400.0,6020.0
1280.0,15728.0,Uttarakhand Ayurved University,22243.0,13533.0,11400.0,6020.0
1281.0,15728.0,NIIT Imperia Centre for Advanced Learning,22004.0,13563.0,11400.0,6020.0
1282.0,15728.0,National Judicial Academy India,12904.0,14356.0,11400.0,6020.0
1283.0,15743.0,Shree Guru Gobind Singh Tricentenary University,7753.0,14746.0,11400.0,6020.0
1284.0,15743.0,Dhaneswar Rath Institute of Engineering and Management Studies,17661.0,17038.0,10003.0,6020.0
1285.0,15759.0,University and Institute of Advanced Research,21920.0,20714.0,5085.0,6020.0
1286.0,15765.0,Mangalayatan University,17048.0,14026.0,11400.0,6020.0
1287.0,15776.0,Annai Fathima College,19593.0,13817.0,11400.0,6020.0
1288.0,15776.0,St Francis Institute of Management and Research,21678.0,16941.0,9789.0,6020.0
1289.0,15802.0,Sri Sathya Sai Institute of Higher Medical Sciences,20362.0,16309.0,10354.0,6020.0
1290.0,15802.0,Lloyd Law College,17624.0,14033.0,11400.0,6020.0
1291.0,15818.0,Pandian Saraswathi Yadav Engineering College,22226.0,13639.0,11400.0,6020.0
1292.0,15818.0,P E S Institute of Technology and Management,15424.0,19223.0,8062.0,6020.0
1293.0,15833.0,Asian College of Journalism Chennai,23893.0,13480.0,11400.0,6020.0
1294.0,15833.0,Harlal Institute of Management & Technology,1287.0,17847.0,10657.0,6020.0
1295.0,15841.0,Krantiguru Shyamji Krishna Verma Kachchh University,18439.0,14007.0,11400.0,6020.0
1296.0,15841.0,Chandigarh College of Architecture,24196.0,13447.0,11400.0,6020.0
1297.0,15850.0,Indo Global Colleges,24810.0,13402.0,11400.0,6020.0
1298.0,15856.0,Karnataka Samskrit University,10910.0,14682.0,11400.0,6020.0
1299.0,15856.0,Indira College of Engineering & Management,15503.0,18539.0,8885.0,6020.0
1300.0,15856.0,Bhavan's Vivekananda College,12203.0,15906.0,10986.0,6020.0
1301.0,15869.0,Zeal College of Engineering & Research,13858.0,14468.0,11400.0,6020.0
1302.0,15869.0,Tamil Nadu Physical Education and Sports University,21927.0,13736.0,11400.0,6020.0
1303.0,15869.0,Indian Institute of Information Technology Kottayam,19089.0,20045.0,6704.0,6020.0
1304.0,15878.0,Guru Nanak Khalsa College,23917.0,19631.0,6561.0,6020.0
1305.0,15878.0,(1) Arulmigu Meenakshi Amman College of Engineering,24750.0,18913.0,7372.0,6020.0
1306.0,15898.0,Daulat Ram College,17236.0,18824.0,8493.0,6020.0
1307.0,15898.0,World College of Technology and Management Gurgaon,17739.0,14174.0,11400.0,6020.0
1308.0,15922.0,EMPI Entrepreneurship & Management,20676.0,16856.0,10083.0,6020.0
1309.0,15932.0,J B Institute of Engineering and Technology,15868.0,16465.0,10599.0,6020.0
1310.0,15960.0,Swarnandhra Institute of Engineering & Technology Narsapur,13544.0,18802.0,8925.0,6020.0
1311.0,15972.0,St Aloysius College Jabalpur,20396.0,20390.0,6236.0,6020.0
1312.0,15979.0,Bhopal School of Social Sciences,16807.0,18645.0,8820.0,6020.0
1313.0,15993.0,Ujjwal Prakash VidyaSagar University,18132.0,14254.0,11400.0,6020.0
1314.0,16007.0,Vignana Jyothi Institute of Engineering & Technology,16489.0,14432.0,11400.0,6020.0
1315.0,16014.0,Hislop College,22083.0,19756.0,6956.0,6020.0
1316.0,16014.0,National College of Engineering,17624.0,19040.0,8393.0,6020.0
1317.0,16021.0,St Joseph's College of Commerce,15214.0,16429.0,10717.0,6020.0
1318.0,16021.0,Dakshin Haryana Bijli Vitran Nigam,9689.0,15011.0,11400.0,6020.0
1319.0,16058.0,Vishveshwarya Institute of Engineering and Technology,18701.0,14977.0,11231.0,6020.0
1320.0,16058.0,Annasaheb Dange College of Engineering & Technology,19546.0,21217.0,5328.0,6020.0
1321.0,16058.0,Sir J J College of Architecture,22864.0,13884.0,11400.0,6020.0
1322.0,16070.0,Basaveshwar Engineering College,16202.0,14558.0,11400.0,6020.0
1323.0,16070.0,Bharati Vidyapeeth's College of Engineering for Women,19128.0,14283.0,11400.0,6020.0
1324.0,16081.0,Pratap University Jaipur,23480.0,17191.0,9764.0,6020.0
1325.0,16081.0,Shri Venkateshwara University,24543.0,17211.0,9611.0,6020.0
1326.0,16110.0,Assam Science and Technology University,15241.0,14699.0,11400.0,6020.0
1327.0,16110.0,Annai Vailankanni College of Engineering,20340.0,19317.0,7878.0,6020.0
1328.0,16123.0,ICBM School of Business Excellence,22943.0,18069.0,9033.0,6020.0
1329.0,16123.0,(3) Bharati Vidyapeeth University Institute of Management & Research New Delhi,18401.0,14422.0,11400.0,6020.0
1330.0,16123.0,(1) JCT College of Engineering and Technology,11497.0,20549.0,7326.0,6020.0
1331.0,16146.0,Doon University,14649.0,14777.0,11400.0,6020.0
1332.0,16146.0,Gyan Ganga Institute of Technology and Sciences,20894.0,19383.0,7783.0,6020.0
1333.0,16153.0,Hindustan College of Science and Technology,14562.0,14795.0,11400.0,6020.0
1334.0,16160.0,St Thomas College Palai Kottayam,19388.0,19537.0,7821.0,6020.0
1335.0,16160.0,SVS College of Engineering,20265.0,20401.0,6577.0,6020.0
1336.0,16160.0,AURO University,20894.0,14889.0,11231.0,6020.0
1337.0,16160.0,Sri Jagadguru Chandrashekaranatha Swamiji Institute of Technology,21991.0,19276.0,7816.0,6020.0
1338.0,16188.0,Shri Vithal Education & Research Institute Pandharpur,15403.0,20812.0,6628.0,6020.0
1339.0,16203.0,Ajay Kumar Garg Engineering College,17888.0,14575.0,11400.0,6020.0
1340.0,16203.0,Orthodox Theological Seminary Kottayam,22678.0,14062.0,11400.0,6020.0
