ranking,world_rank,university,presence_rank,impact_rank,openness_rank,excellence_rank
2151.0,20600.0,Kumar Bhaskar Varma Sanskrit and Ancient Studies University,17593.0,20146.0,11400.0,6020.0
2152.0,20600.0,Sree Balaji Dental College and Hospital Chennai,25309.0,19266.0,11400.0,6020.0
2153.0,20600.0,(1) Assam Rajiv Gandhi University of Co operative Management,25579.0,19218.0,11400.0,6020.0
2154.0,20612.0,Gulbarga University,19007.0,20018.0,11400.0,6020.0
2155.0,20612.0,Barry John Acting Studio,23917.0,19482.0,11400.0,6020.0
2156.0,20629.0,BRCM College of Engineering & Technology,19626.0,19954.0,11400.0,6020.0
2157.0,20629.0,St Claret College,14197.0,20440.0,11400.0,6020.0
2158.0,20629.0,M S Bidve Engineering College Latur,24750.0,21331.0,10657.0,6020.0
2159.0,20646.0,Nanaji Deshmukh Veterinary Science University Jabalpur,20664.0,19873.0,11400.0,6020.0
2160.0,20646.0,Narayanaguru College of Engineering,23102.0,19620.0,11400.0,6020.0
2161.0,20646.0,Raja Peary Mohan College,19653.0,19973.0,11400.0,6020.0
2162.0,20655.0,Younus College of Engineering and Technology,24081.0,19503.0,11400.0,6020.0
2163.0,20660.0,Vidyasagar College,21437.0,19809.0,11400.0,6020.0
2164.0,20660.0,Usha Mittal Institute of Technology,25443.0,19309.0,11400.0,6020.0
2165.0,20660.0,College of Engineering Poonjar,21538.0,19809.0,11400.0,6020.0
2166.0,20671.0,College of Engineering Trikaripur,20026.0,19989.0,11400.0,6020.0
2167.0,20671.0,Ujjain Engineering College,21746.0,19794.0,11400.0,6020.0
2168.0,20671.0,Jagannath Barooah College,18954.0,23909.0,9128.0,6020.0
2169.0,20685.0,Muslim Educational Society,23088.0,19672.0,11400.0,6020.0
2170.0,20685.0,Nalanda Medical College & Hospital,22730.0,19717.0,11400.0,6020.0
2171.0,20685.0,Gandhi Medical College,24364.0,19509.0,11400.0,6020.0
2172.0,20685.0,Jorhat Engineering College,18297.0,20171.0,11400.0,6020.0
2173.0,20694.0,Kalyan Jadhav's Educational Institute Pune,18335.0,21693.0,10874.0,6020.0
2174.0,20694.0,Bapurao Deshmukh College of Engineering Sevagram,20894.0,19920.0,11400.0,6020.0
2175.0,20694.0,Rajasthan Institute of Engineering and Technology,26660.0,19076.0,11400.0,6020.0
2176.0,20705.0,Hooghly Mohsin College,23017.0,19700.0,11400.0,6020.0
2177.0,20705.0,V M Patel Institute of Management,22462.0,19771.0,11400.0,6020.0
2178.0,20705.0,ICFAI University Nagaland,22616.0,19758.0,11400.0,6020.0
2179.0,20705.0,St Wilfred's Colleges,25726.0,19315.0,11400.0,6020.0
2180.0,20705.0,Dr S N S Rajalakshmi College of Arts and Science Coimbatore,22966.0,20987.0,10986.0,6020.0
2181.0,20728.0,Government Degree College Kathua,22518.0,23176.0,9632.0,6020.0
2182.0,20728.0,Punjab Institute of Management & Technology,23540.0,19665.0,11400.0,6020.0
2183.0,20739.0,Apex Professional University Arunachal Pradesh,20689.0,20003.0,11400.0,6020.0
2184.0,20739.0,Bhaskar Medical College,24750.0,19516.0,11400.0,6020.0
2185.0,20748.0,CMS College of Engineering and Technology,24971.0,19493.0,11400.0,6020.0
2186.0,20748.0,Mahapurusha Srimanta Sankaradeva Viswavidyalaya,21735.0,19892.0,11400.0,6020.0
2187.0,20768.0,World Institute of Technology,25900.0,19359.0,11400.0,6020.0
2188.0,20778.0,Institute of Business Management Jadavpur University,25220.0,19504.0,11400.0,6020.0
2189.0,20778.0,Karpaga Vinayaga College of Technology & Engineering,20983.0,20029.0,11400.0,6020.0
2190.0,20791.0,Meghnad Saha Institute of Technology,26166.0,19322.0,11400.0,6020.0
2191.0,20796.0,Vidya Vikas Institute of Engineering & Technology,26467.0,19274.0,11400.0,6020.0
2192.0,20796.0,Lakshmibai College,16422.0,20481.0,11400.0,6020.0
2193.0,20796.0,Kakaraparti Bhavanarayana College,16858.0,22804.0,10391.0,6020.0
2194.0,20796.0,Gokhale Memorial Girls' College Kolkata,20704.0,20097.0,11400.0,6020.0
2195.0,20796.0,HMR Institute of Technology & Management,22937.0,22512.0,10205.0,6020.0
2196.0,20818.0,Institute of Management in Kerala,26741.0,19182.0,11400.0,6020.0
2197.0,20818.0,Lala Lajpat Rai Institute of Engineering and Technology,25847.0,20737.0,10986.0,6020.0
2198.0,20818.0,(3) University Institute of Information Technology Himachal Pradesh University,21725.0,22230.0,10485.0,6020.0
2199.0,20831.0,Mamata Medical College,23423.0,19812.0,11400.0,6020.0
2200.0,20831.0,Datta Meghe College of Engineering,19415.0,24946.0,7983.0,6020.0
2201.0,20831.0,Saraswathi Velu College of Engineering,25678.0,19495.0,11400.0,6020.0
2202.0,20831.0,TRP Engineering College,25709.0,19463.0,11400.0,6020.0
2203.0,20831.0,Wainganga College of Engineering and Management,23031.0,19855.0,11400.0,6020.0
2204.0,20831.0,Government College of Commerce and Business Administration,16615.0,20520.0,11400.0,6020.0
2205.0,20831.0,Balaji Law College,24722.0,19643.0,11400.0,6020.0
2206.0,20843.0,Dr Ambedakar Institute of Technology for Handicapped,24381.0,19698.0,11400.0,6020.0
2207.0,20843.0,Nadar Saraswathi College Theni Tamilnadu India,24408.0,24034.0,8556.0,6020.0
2208.0,20843.0,Sanjivani College of Engineering,17236.0,20469.0,11400.0,6020.0
2209.0,20843.0,Chhotubhai Gopalbhai Patel Institute of Technology,20174.0,20191.0,11400.0,6020.0
2210.0,20858.0,Aarupadai Veedu Medical College and Hospitals Puducherry,17114.0,20504.0,11400.0,6020.0
2211.0,20867.0,St Aloysius College Mangalore,21238.0,20117.0,11400.0,6020.0
2212.0,20876.0,Konark Institute of Science and Technology,23129.0,19908.0,11400.0,6020.0
2213.0,20876.0,ICFAI University Meghalaya,24064.0,19784.0,11400.0,6020.0
2214.0,20876.0,City Engineering College,16169.0,22800.0,10485.0,6020.0
2215.0,20886.0,"Institute of Co-operative & Corporate Management, Research & Training",23773.0,19824.0,11400.0,6020.0
2216.0,20886.0,Shree Venkateshwara Hi Tech Engineering College,26827.0,19255.0,11400.0,6020.0
2217.0,20886.0,TKM Institute of Technology,25390.0,19608.0,11400.0,6020.0
2218.0,20905.0,College of Agribusiness Management Pantnagar,27021.0,19162.0,11400.0,6020.0
2219.0,20905.0,Bidhannagar Government College,24675.0,19747.0,11400.0,6020.0
2220.0,20916.0,Daita Madhusudana Sastry Sri Venkateswara Hindu College of Engineering,19847.0,20315.0,11400.0,6020.0
2221.0,20916.0,Thangavelu Engineering College,22616.0,22075.0,10599.0,6020.0
2222.0,20916.0,Thejus Engineering College,22125.0,20087.0,11400.0,6020.0
2223.0,20916.0,Rajah Serfoji Government College,21053.0,23266.0,11400.0,5567.0
2224.0,20935.0,Ayurved Medical College and Hospital,26336.0,19452.0,11400.0,6020.0
2225.0,20935.0,Maharaja Agrasen Institute of Management and Technology,20302.0,20287.0,11400.0,6020.0
2226.0,20935.0,Dr B R Ambedkar University of Social Sciences,20768.0,20243.0,11400.0,6020.0
2227.0,20953.0,Bhubaneswar Institute of Technology,26382.0,19457.0,11400.0,6020.0
2228.0,20962.0,(1) Bengal Institute of Technology Kolkata,21927.0,24632.0,8340.0,6020.0
2229.0,20962.0,Sri Taralabalu Jagadguru Institute of Technology,25528.0,19662.0,11400.0,6020.0
2230.0,20962.0,Veer Surendra Sai Medical College,18625.0,20469.0,11400.0,6020.0
2231.0,20976.0,Vaishno College of Engineering,21265.0,20223.0,11400.0,6020.0
2232.0,20993.0,Principal K M Kundnani College of Pharmacy,22033.0,20174.0,11400.0,6020.0
2233.0,20999.0,Teegala Krishna Reddy Engineering College,23750.0,19987.0,11400.0,6020.0
2234.0,20999.0,Institute of Engineering & Technology,25579.0,19710.0,11400.0,6020.0
2235.0,21012.0,ARM Engineering College,26467.0,19532.0,11400.0,6020.0
2236.0,21021.0,Ragas Dental College & Hospital,24921.0,19824.0,11400.0,6020.0
2237.0,21021.0,RD University (Rama Devi Women's University),21485.0,20268.0,11400.0,6020.0
2238.0,21032.0,Elijah Institute of Management Studies Kerala,12506.0,21056.0,11400.0,6020.0
2239.0,21038.0,AIGA The Asian Institute of Gaming & Animation,26097.0,19657.0,11400.0,6020.0
2240.0,21038.0,Pillai HOC College of Engineering and Technology Rasayani,14666.0,20878.0,11400.0,6020.0
2241.0,21049.0,Chouksey Engineering College,24006.0,20021.0,11400.0,6020.0
2242.0,21049.0,Nordic Centre in India,19931.0,20488.0,11400.0,6020.0
2243.0,21049.0,Marthoma College of Management and Technology,16202.0,20782.0,11400.0,6020.0
2244.0,21059.0,Synergy Institute of Engineering & Technology,23311.0,20136.0,11400.0,6020.0
2245.0,21059.0,Dharmamurthi Rao Bhahadur Calavala Cunnan Chetty's Hindu College,27204.0,19227.0,11400.0,6020.0
2246.0,21059.0,ER&DCI Institute of Technology Trivandrum,24081.0,20025.0,11400.0,6020.0
2247.0,21059.0,Indian Institute of Tourism and Travel Management,24212.0,20001.0,11400.0,6020.0
2248.0,21059.0,Institute of Pharmacy & Technology Salipur,22299.0,20238.0,11400.0,6020.0
2249.0,21059.0,Mahavir Institute of Engineering and Technology,25133.0,19865.0,11400.0,6020.0
2250.0,21059.0,(1) Visvesvaraya College of Engineering and Technology,17661.0,20683.0,11400.0,6020.0
2251.0,21078.0,Rani Lakshmi Bai Central Agricultural University,22004.0,20288.0,11400.0,6020.0
2252.0,21078.0,Skylark Institute of Travel & Tourism,23904.0,20073.0,11400.0,6020.0
2253.0,21078.0,Nagesh Karajagi Orchid College of Engineering & Technolog,12746.0,25260.0,8502.0,6020.0
2254.0,21087.0,North East Frontier Technical University,25133.0,19887.0,11400.0,6020.0
2255.0,21087.0,Aligarh College of Engineering & Technology,20507.0,20443.0,11400.0,6020.0
2256.0,21087.0,Adichunchanagiri Institute of Technology Chikmagalur,21959.0,22804.0,10308.0,6020.0
2257.0,21087.0,Annai Teresa College of Engineering Thirunavalur,5525.0,21687.0,11400.0,6020.0
2258.0,21087.0,St Peter's College Kolenchery,21920.0,20306.0,11400.0,6020.0
2259.0,21101.0,Karnavati School of Dentistry,21485.0,20367.0,11400.0,6020.0
2260.0,21101.0,Samundra Institute of Maritime Studies,21687.0,20342.0,11400.0,6020.0
2261.0,21101.0,Government Medical College Rohtak,19593.0,20571.0,11400.0,6020.0
2262.0,21101.0,Army College of Nursing,24865.0,19938.0,11400.0,6020.0
2263.0,21114.0,Indian Institute of Information Technology Una,25279.0,19896.0,11400.0,6020.0
2264.0,21114.0,Karnataka State Music University Mysore,24543.0,20021.0,11400.0,6020.0
2265.0,21114.0,(3) Motilal Nehru College Evening University of Delhi,27782.0,18452.0,11400.0,6020.0
2266.0,21114.0,Pydah College of Engineering and Technology Visakhapatnam,19889.0,20554.0,11400.0,6020.0
2267.0,21114.0,Farook Institute of Management Studies,24722.0,19981.0,11400.0,6020.0
2268.0,21114.0,Shantilal Shah Engineering College,19626.0,22681.0,10541.0,6020.0
2269.0,21125.0,KVM College of Engineering and Information Technology,22979.0,20223.0,11400.0,6020.0
2270.0,21125.0,Govindram Seksaria Science College,24675.0,24255.0,8600.0,6020.0
2271.0,21133.0,AMReddy Memorial College of Engineering and Technology Narasaraopet,24006.0,20121.0,11400.0,6020.0
2272.0,21133.0,Krishna Institute of Medical Sciences,18167.0,23433.0,10152.0,6020.0
2273.0,21133.0,JNTUA College of Engineering Pulivendula,22518.0,20303.0,11400.0,6020.0
2274.0,21149.0,Sultan Ul Uloom College of Law,24560.0,20053.0,11400.0,6020.0
2275.0,21149.0,Government Engineering College Raipur,24212.0,20115.0,11400.0,6020.0
2276.0,21155.0,Biju Patnaik Institute of Information Technology and Management Studies MBA,25757.0,19865.0,11400.0,6020.0
2277.0,21155.0,Udai Pratap College Varanasi,18301.0,20722.0,11400.0,6020.0
2278.0,21155.0,Osmania University College for Women,23805.0,20179.0,11400.0,6020.0
2279.0,21155.0,Inderprastha Dental College,26925.0,19544.0,11400.0,6020.0
2280.0,21155.0,Bhagwan Mahaveer Institute of Engineering & Technology,26519.0,19691.0,11400.0,6020.0
2281.0,21155.0,Coimbatore Institute of Management and Technology,25133.0,19977.0,11400.0,6020.0
2282.0,21171.0,Ramakrishna Mission Vivekananda Centenary College,23698.0,23424.0,9737.0,6020.0
2283.0,21171.0,AEI Engineering College in Delhi,21065.0,20503.0,11400.0,6020.0
2284.0,21194.0,Chettinad Vidyashram,24064.0,20186.0,11400.0,6020.0
2285.0,21194.0,Mumbai Film Academy,21250.0,20514.0,11400.0,6020.0
2286.0,21203.0,Assam Institute of Management,23947.0,20205.0,11400.0,6020.0
2287.0,21203.0,Roland Institute of Technology,25726.0,19920.0,11400.0,6020.0
2288.0,21203.0,R P Sharma Institute of Technology Patna,26085.0,19844.0,11400.0,6020.0
2289.0,21203.0,Disha Education Society,24750.0,20102.0,11400.0,6020.0
2290.0,21227.0,Baselius College,18759.0,20755.0,11400.0,6020.0
2291.0,21227.0,(3) Centre Maharaja Sayajirao University of Baroda Department of Microbiology and BioTechnology,23818.0,20261.0,11400.0,6020.0
2292.0,21227.0,Bharatiya Vidya Bhavan,25678.0,19968.0,11400.0,6020.0
2293.0,21227.0,St Xavier's College Palayamkottai,18841.0,20744.0,11400.0,6020.0
2294.0,21241.0,PDA College of Engineering,27782.0,18611.0,11400.0,6020.0
2295.0,21249.0,Baroda Medical College,27342.0,19328.0,11400.0,6020.0
2296.0,21249.0,Shree Somnath Sanskrit University,23731.0,20296.0,11400.0,6020.0
2297.0,21249.0,KVG College of Engineering,26638.0,19746.0,11400.0,6020.0
2298.0,21269.0,Annamacharya Institute of Technology and Sciences Tirupati,21840.0,20541.0,11400.0,6020.0
2299.0,21269.0,PB Siddhartha College of Arts & Science,16106.0,21038.0,11400.0,6020.0
2300.0,21280.0,RV College of Architecture Bengaluru,22371.0,20506.0,11400.0,6020.0
2301.0,21289.0,RR Institute of Technology,23181.0,20395.0,11400.0,6020.0
2302.0,21289.0,Sri Muthukumaran Institute of Technology,24477.0,20250.0,11400.0,6020.0
2303.0,21289.0,Jawaharlal Nehru Government Engineering College Sundernagar,19973.0,20717.0,11400.0,6020.0
2304.0,21289.0,Believers Church Caarmel Engineering College,21437.0,21219.0,11231.0,6020.0
2305.0,21302.0,Sree Narayana College Kollam,22243.0,20536.0,11400.0,6020.0
2306.0,21302.0,Anurag College of Engineering Nyderabad,18132.0,20895.0,11400.0,6020.0
2307.0,21315.0,Indian Institution of Industrial Engineering,27455.0,19224.0,11400.0,6020.0
2308.0,21315.0,Bearys Institute of Technology,21030.0,22943.0,10439.0,6020.0
2309.0,21315.0,Cornerstone Engineering College,22167.0,20554.0,11400.0,6020.0
2310.0,21315.0,DB Jain College,21966.0,20585.0,11400.0,6020.0
2311.0,21325.0,Katuri Medical College,23958.0,20347.0,11400.0,6020.0
2312.0,21325.0,Ciet Institute of Technology & Engineering,20174.0,20741.0,11400.0,6020.0
2313.0,21332.0,Khandelwal College of Management & Technology,21894.0,20626.0,11400.0,6020.0
2314.0,21332.0,T John Institute of Technology,23818.0,20379.0,11400.0,6020.0
2315.0,21345.0,Dr Sivanthi Aditanar College of Engineering,27782.0,18747.0,11400.0,6020.0
2316.0,21345.0,Hitech College of Engineering and Technology,23514.0,20433.0,11400.0,6020.0
2317.0,21345.0,MEASI Academy of Architecture,27150.0,19620.0,11400.0,6020.0
2318.0,21345.0,ISBM University,18599.0,20914.0,11400.0,6020.0
2319.0,21345.0,Shadan Institute of Medical Sciences,23243.0,20469.0,11400.0,6020.0
2320.0,21365.0,B N College of Engineering & Technology,26709.0,19844.0,11400.0,6020.0
2321.0,21365.0,(3) National Civil Defence College Nagpur Knowledge and Training Management Platform,18928.0,20889.0,11400.0,6020.0
2322.0,21365.0,Cluster University of Jammu,23791.0,20405.0,11400.0,6020.0
2323.0,21374.0,Intell Engineering College,18570.0,20938.0,11400.0,6020.0
2324.0,21374.0,Government Engineering College Banda,26467.0,19953.0,11400.0,6020.0
2325.0,21374.0,(3) Barkatullah University Institute of Technology,21398.0,20690.0,11400.0,6020.0
2326.0,21387.0,Indian Naval Academy,22243.0,20632.0,11400.0,6020.0
2327.0,21398.0,Banarsidas Chandiwala Institute of Physiotherapy,21614.0,23238.0,10272.0,6020.0
2328.0,21398.0,Guru Nanak Institute of Dental Science & Research,24789.0,20315.0,11400.0,6020.0
2329.0,21398.0,Sree Lakshmi Narayana Institute of Medical Sciences Puducherry,24299.0,20384.0,11400.0,6020.0
2330.0,21415.0,Management College Pune India,23376.0,20527.0,11400.0,6020.0
2331.0,21415.0,Diamond Harbour Women's University,19649.0,20874.0,11400.0,6020.0
2332.0,21415.0,Ambedkar College Nagpur,22603.0,25419.0,7623.0,6020.0
2333.0,21441.0,St Michael College of Engineering and Technology Kalayar,22899.0,20617.0,11400.0,6020.0
2334.0,21441.0,Allana Institute of Management Studies,24345.0,20419.0,11400.0,6020.0
2335.0,21450.0,Basanti Devi College,20007.0,20881.0,11400.0,6020.0
2336.0,21450.0,CMR Engineering College Hyderabad,18689.0,24196.0,9708.0,6020.0
2337.0,21461.0,Astral Institute of Technology & Research,24655.0,20387.0,11400.0,6020.0
2338.0,21461.0,Bishop Choolaparambil Memorial College for Women,26778.0,19942.0,11400.0,6020.0
2339.0,21461.0,D A V College Chandigarh,21329.0,20782.0,11400.0,6020.0
2340.0,21472.0,Indraprastha Institute of Technology and Management,25171.0,20347.0,11400.0,6020.0
2341.0,21472.0,Kali Charan Nigam Institute of Technology,21906.0,20729.0,11400.0,6020.0
2342.0,21482.0,Institute of Prefessional Studies University of Allahabad,22055.0,20733.0,11400.0,6020.0
2343.0,21491.0,Applied College of Management & Engineering,26778.0,19981.0,11400.0,6020.0
2344.0,21491.0,A C T College of Engineering & Technology,25869.0,20238.0,11400.0,6020.0
2345.0,21491.0,Audisankara College of Engineering and Technology,16960.0,21219.0,11400.0,6020.0
2346.0,21491.0,Bankura Christian College,22884.0,20669.0,11400.0,6020.0
2347.0,21503.0,Kodaikanal Christian College,18243.0,21118.0,11400.0,6020.0
2348.0,21509.0,(3) Indian Maritime University Mumbai,26382.0,20163.0,11400.0,6020.0
2349.0,21509.0,Al Barkaat Institute of Management Studies Aligarh,20350.0,20934.0,11400.0,6020.0
2350.0,21509.0,Sri Vasavi Institute of Engineering and Technology,16897.0,21246.0,11400.0,6020.0
2351.0,21526.0,B S Patel Polytechnic,20350.0,20942.0,11400.0,6020.0
2352.0,21526.0,Kshatriya College of Engineering,25002.0,20430.0,11400.0,6020.0
2353.0,21538.0,Sri G V G Visalakhi College for Women Udumalpet,17276.0,23266.0,10599.0,6020.0
2354.0,21550.0,JSS Science and Technology University,18645.0,24413.0,9575.0,6020.0
2355.0,21550.0,Annex College of Management Studies Centre for Management & IT Education,26067.0,20274.0,11400.0,6020.0
2356.0,21557.0,Infant Jesus College of Engineering,26778.0,20079.0,11400.0,6020.0
2357.0,21557.0,Swarna Bharathi Institute of Science & Technology,23448.0,20679.0,11400.0,6020.0
2358.0,21557.0,Barasat Government College,20201.0,20996.0,11400.0,6020.0
2359.0,21570.0,Maharaja Ranjit Singh College of Professional Sciences,24212.0,20624.0,11400.0,6020.0
2360.0,21575.0,Nagindas Khandwala College Malad,17507.0,21280.0,11400.0,6020.0
2361.0,21575.0,Camellia Institute of Technology,22210.0,20823.0,11400.0,6020.0
2362.0,21575.0,Fakir Mohan Autonomous College,22342.0,20817.0,11400.0,6020.0
2363.0,21575.0,Yadava College Madurai,24584.0,20571.0,11400.0,6020.0
2364.0,21586.0,Aditya College of Engineering,23437.0,23348.0,10205.0,6020.0
2365.0,21594.0,Bharata Mata College,21030.0,20965.0,11400.0,6020.0
2366.0,21594.0,GSFC University Vadodara,22564.0,20814.0,11400.0,6020.0
2367.0,21602.0,Chaitanya Engineering College,25371.0,20481.0,11400.0,6020.0
2368.0,21602.0,(3) Indira Gandhi National Open University Regional Centre Bangalore,22217.0,20868.0,11400.0,6020.0
2369.0,21602.0,Ammini College of Engineering,18132.0,21262.0,11400.0,6020.0
2370.0,21609.0,St Xavier's College of Education,23554.0,20733.0,11400.0,6020.0
2371.0,21609.0,Rohini College of Engineering & Technology,23514.0,20740.0,11400.0,6020.0
2372.0,21609.0,Greater Kolkata College of Engineering & Management,23344.0,20768.0,11400.0,6020.0
2373.0,21609.0,UKF College of Engineering and Technology,24182.0,20671.0,11400.0,6020.0
2374.0,21609.0,PDM College of Engineering,25579.0,20459.0,11400.0,6020.0
2375.0,21609.0,K C College of Engineering and Management Studies & Research,20756.0,25048.0,8750.0,6020.0
2376.0,21624.0,Dasari Ramakotiah Institute of Science and Technology,21019.0,21010.0,11400.0,6020.0
2377.0,21636.0,Government Engineering College Bilaspur,24196.0,20695.0,11400.0,6020.0
2378.0,21636.0,Ravindra College of Engineering for Women,17593.0,21366.0,11400.0,6020.0
2379.0,21645.0,Bijoy Krishna Girls' College,27410.0,21746.0,10599.0,6020.0
2380.0,21645.0,College of Applied Science Vadakkencherry,19626.0,21171.0,11400.0,6020.0
2381.0,21645.0,Govind Ramnath Kare College of Law Margao Goa,20408.0,21099.0,11400.0,6020.0
2382.0,21645.0,Haridev Joshi University of Journalism and Mass Communication,26660.0,20227.0,11400.0,6020.0
2383.0,21645.0,Pillai College of Engineering,18351.0,21299.0,11400.0,6020.0
2384.0,21658.0,Aryabhatta Institute of Engineering & Management Durgapur,21800.0,20962.0,11400.0,6020.0
2385.0,21658.0,Vishwakarma Institute of Management,27603.0,19434.0,11400.0,6020.0
2386.0,21658.0,Smt Hiraben Nanavati Institute of Management and Research for Women,17362.0,21417.0,11400.0,6020.0
2387.0,21658.0,Siddhartha Institute of Engineering & Technology,22157.0,20934.0,11400.0,6020.0
2388.0,21672.0,Sher i Kashmir Institute of Medical Sciences,15074.0,21628.0,11400.0,6020.0
2389.0,21672.0,Government Medical College Surat,15214.0,21604.0,11400.0,6020.0
2390.0,21672.0,Haryana Vishwakarma Skill University,21627.0,21010.0,11400.0,6020.0
2391.0,21686.0,University Institute of Engineering & Technology Maharshi Dayanand University,20448.0,21137.0,11400.0,6020.0
2392.0,21697.0,JSS Law College,19162.0,21272.0,11400.0,6020.0
2393.0,21697.0,Arya College Ludhiana,22194.0,20969.0,11400.0,6020.0
2394.0,21697.0,Bhatter College,16074.0,21561.0,11400.0,6020.0
2395.0,21697.0,Salem College of Engineering and Technology,25268.0,20624.0,11400.0,6020.0
2396.0,21712.0,Marudhar Engineering College Bikaner,21597.0,21056.0,11400.0,6020.0
2397.0,21712.0,Green Hills Engineering College,25491.0,20602.0,11400.0,6020.0
2398.0,21712.0,Giani Zail Singh Campus College of Engineering & Technology,18812.0,21318.0,11400.0,6020.0
2399.0,21712.0,Aditanar College of Arts and Science,25847.0,20520.0,11400.0,6020.0
2400.0,21722.0,Vidyasagar Evening College,24865.0,20695.0,11400.0,6020.0
2401.0,21722.0,Bombay Teachers' Training College,26166.0,20451.0,11400.0,6020.0
2402.0,21732.0,College of Engineering Pathanapuram,25320.0,20643.0,11400.0,6020.0
2403.0,21732.0,EIILM University,22798.0,20950.0,11400.0,6020.0
2404.0,21732.0,L M College of Pharmacy,23972.0,20803.0,11400.0,6020.0
2405.0,21732.0,Annamacharya Institute of Technology & Sciences,25371.0,23409.0,10083.0,6020.0
2406.0,21745.0,Coimbatore Marine College Coimbatore,25171.0,20678.0,11400.0,6020.0
2407.0,21757.0,Army Instituteof Education Greater Noida,20650.0,21190.0,11400.0,6020.0
2408.0,21757.0,Fatima Michael College of Engineering and Technology Madurai,22151.0,21041.0,11400.0,6020.0
2409.0,21767.0,University Institute of Engineering and Technology Kanpur,22518.0,21017.0,11400.0,6020.0
2410.0,21767.0,Hallmark Business School Tiruchirappalli,26029.0,22355.0,10717.0,6020.0
2411.0,21767.0,S J M Institute of Technology,23791.0,20872.0,11400.0,6020.0
2412.0,21776.0,S D Bansal College of Technology,25809.0,20609.0,11400.0,6020.0
2413.0,21781.0,MotherHood University,22063.0,23029.0,10657.0,6020.0
2414.0,21792.0,Kamla Nehru Mahavidyalaya Nagpur,23448.0,21622.0,11231.0,6020.0
2415.0,21792.0,Kanya Maha Vidyalaya,17915.0,21539.0,11400.0,6020.0
2416.0,21802.0,Asian Law College,20302.0,21298.0,11400.0,6020.0
2417.0,21802.0,Axis Colleges Kanpur,24047.0,20880.0,11400.0,6020.0
2418.0,21802.0,Government Engineering College Jagdalpur,21873.0,21807.0,11231.0,6020.0
2419.0,21813.0,Faculty of Management Studies Udaipur,23267.0,20990.0,11400.0,6020.0
2420.0,21822.0,Sri Krishnasamy Reddiar Institutes,27705.0,19442.0,11400.0,6020.0
2421.0,21822.0,PGP Group of Colleges,24722.0,20820.0,11400.0,6020.0
2422.0,21833.0,Berchmans Institute of Management Studies,23064.0,21051.0,11400.0,6020.0
2423.0,21833.0,Central Institute of Hand Tools Jalandhar,23731.0,20971.0,11400.0,6020.0
2424.0,21833.0,Paavai Engineering College,19653.0,21413.0,11400.0,6020.0
2425.0,21846.0,Parisutham Institute of Technology and Science,25900.0,20669.0,11400.0,6020.0
2426.0,21846.0,Jawaharlal Nehru Medical College Bhagalpur,24886.0,20826.0,11400.0,6020.0
2427.0,21846.0,Shri Atmanand Jain Institute of Management and Technology,25940.0,20673.0,11400.0,6020.0
2428.0,21857.0,S V Institute of Management Kadi,23893.0,22477.0,10874.0,6020.0
2429.0,21857.0,Synetic Business School,17405.0,21656.0,11400.0,6020.0
2430.0,21857.0,Europe Asia Business School,21602.0,21233.0,11400.0,6020.0
2431.0,21857.0,K G College of Arts and Science,25566.0,20733.0,11400.0,6020.0
2432.0,21876.0,Munnar Catering College Kerala,26085.0,20667.0,11400.0,6020.0
2433.0,21887.0,Khallikote Autonomous College,17624.0,21665.0,11400.0,6020.0
2434.0,21895.0,Nitte International School Bangalore,24345.0,20950.0,11400.0,6020.0
2435.0,21895.0,Sree Narayana Institute of Technology,20879.0,21352.0,11400.0,6020.0
2436.0,21895.0,Guntur Engineering College,23257.0,21093.0,11400.0,6020.0
2437.0,21895.0,Chendhuran College of Engineering and Technology,25847.0,20722.0,11400.0,6020.0
2438.0,21895.0,College of Fisheries CAU Lembucherra Tripura,21538.0,21279.0,11400.0,6020.0
2439.0,21907.0,Chundi Ranganayakulu Engineering College,26429.0,20637.0,11400.0,6020.0
2440.0,21907.0,Sri Sathya Sai Institute of Higher Medical Sciences Prashanthigram,25757.0,20753.0,11400.0,6020.0
2441.0,21921.0,Bhubaneswar Engineering College,20669.0,21416.0,11400.0,6020.0
2442.0,21943.0,Roever Engineering College,21662.0,21335.0,11400.0,6020.0
2443.0,21943.0,EIILM University (Eastern Institute for Integrated Learning in Management),24064.0,21041.0,11400.0,6020.0
2444.0,21954.0,Ashoka Engineering College,25793.0,20791.0,11400.0,6020.0
2445.0,21954.0,Aryan Institute of Technology Ghaziabad,25002.0,20916.0,11400.0,6020.0
2446.0,21954.0,Bhaktavatsalam Memorial College for Women Chennai,23243.0,21154.0,11400.0,6020.0
2447.0,21954.0,Bankura Unnayani Institute of Engineering,27252.0,23064.0,10152.0,6020.0
2448.0,21954.0,Coimbatore Medical College,23893.0,21078.0,11400.0,6020.0
2449.0,21969.0,Kanti Devi Dental College & Hospital,23458.0,21138.0,11400.0,6020.0
2450.0,21976.0,Feroze Gandhi Institute of Engineering and Technology,22923.0,21219.0,11400.0,6020.0
2451.0,21992.0,Magna College of Engineering,23554.0,21146.0,11400.0,6020.0
2452.0,21992.0,MBM Engineering College,24617.0,21017.0,11400.0,6020.0
2453.0,21992.0,Moti Lal Nehru Medical College,25352.0,26248.0,11400.0,5051.0
2454.0,22004.0,Iswar Saran Degree College,20067.0,21561.0,11400.0,6020.0
2455.0,22004.0,Ramanujan College,22705.0,21276.0,11400.0,6020.0
